DateID,Date,Year,Month,MonthNo,DayOfWeek,DayOfWeekNo,isHoliday
557,2019-07-11,2019,July,7,Thursday,5,0
558,2019-07-12,2019,July,7,Friday,6,0
559,2019-07-13,2019,July,7,Saturday,7,0
560,2019-07-14,2019,July,7,Sunday,1,0
561,2019-07-15,2019,July,7,Monday,2,0
562,2019-07-16,2019,July,7,Tuesday,3,0
563,2019-07-17,2019,July,7,Wednesday,4,0
564,2019-07-18,2019,July,7,Thursday,5,0
565,2019-07-19,2019,July,7,Friday,6,0
566,2019-07-20,2019,July,7,Saturday,7,0
567,2019-07-21,2019,July,7,Sunday,1,0
568,2019-07-22,2019,July,7,Monday,2,0
569,2019-07-23,2019,July,7,Tuesday,3,0
570,2019-07-24,2019,July,7,Wednesday,4,0
571,2019-07-25,2019,July,7,Thursday,5,0
572,2019-07-26,2019,July,7,Friday,6,0
573,2019-07-27,2019,July,7,Saturday,7,0
574,2019-07-28,2019,July,7,Sunday,1,0
575,2019-07-29,2019,July,7,Monday,2,0
576,2019-07-30,2019,July,7,Tuesday,3,0
577,2019-07-31,2019,July,7,Wednesday,4,0
578,2019-08-01,2019,August,8,Thursday,5,0
579,2019-08-02,2019,August,8,Friday,6,0
580,2019-08-03,2019,August,8,Saturday,7,0
581,2019-08-04,2019,August,8,Sunday,1,0
582,2019-08-05,2019,August,8,Monday,2,0
583,2019-08-06,2019,August,8,Tuesday,3,0
584,2019-08-07,2019,August,8,Wednesday,4,0
585,2019-08-08,2019,August,8,Thursday,5,0
586,2019-08-09,2019,August,8,Friday,6,0
587,2019-08-10,2019,August,8,Saturday,7,0
588,2019-08-11,2019,August,8,Sunday,1,0
589,2019-08-12,2019,August,8,Monday,2,0
590,2019-08-13,2019,August,8,Tuesday,3,0
591,2019-08-14,2019,August,8,Wednesday,4,0
592,2019-08-15,2019,August,8,Thursday,5,0
593,2019-08-16,2019,August,8,Friday,6,0
594,2019-08-17,2019,August,8,Saturday,7,0
595,2019-08-18,2019,August,8,Sunday,1,0
596,2019-08-19,2019,August,8,Monday,2,0
597,2019-08-20,2019,August,8,Tuesday,3,0
598,2019-08-21,2019,August,8,Wednesday,4,0
599,2019-08-22,2019,August,8,Thursday,5,0
600,2019-08-23,2019,August,8,Friday,6,0
601,2019-08-24,2019,August,8,Saturday,7,0
602,2019-08-25,2019,August,8,Sunday,1,0
603,2019-08-26,2019,August,8,Monday,2,0
604,2019-08-27,2019,August,8,Tuesday,3,0
605,2019-08-28,2019,August,8,Wednesday,4,0
606,2019-08-29,2019,August,8,Thursday,5,0
607,2019-08-30,2019,August,8,Friday,6,0
608,2019-08-31,2019,August,8,Saturday,7,0
609,2019-09-01,2019,September,9,Sunday,1,0
610,2019-09-02,2019,September,9,Monday,2,0
611,2019-09-03,2019,September,9,Tuesday,3,0
612,2019-09-04,2019,September,9,Wednesday,4,0
613,2019-09-05,2019,September,9,Thursday,5,0
614,2019-09-06,2019,September,9,Friday,6,0
615,2019-09-07,2019,September,9,Saturday,7,0
616,2019-09-08,2019,September,9,Sunday,1,0
617,2019-09-09,2019,September,9,Monday,2,0
618,2019-09-10,2019,September,9,Tuesday,3,0
619,2019-09-11,2019,September,9,Wednesday,4,0
620,2019-09-12,2019,September,9,Thursday,5,0
621,2019-09-13,2019,September,9,Friday,6,0
622,2019-09-14,2019,September,9,Saturday,7,0
623,2019-09-15,2019,September,9,Sunday,1,0
624,2019-09-16,2019,September,9,Monday,2,0
625,2019-09-17,2019,September,9,Tuesday,3,0
626,2019-09-18,2019,September,9,Wednesday,4,0
627,2019-09-19,2019,September,9,Thursday,5,0
628,2019-09-20,2019,September,9,Friday,6,0
629,2019-09-21,2019,September,9,Saturday,7,0
630,2019-09-22,2019,September,9,Sunday,1,0
631,2019-09-23,2019,September,9,Monday,2,0
632,2019-09-24,2019,September,9,Tuesday,3,0
633,2019-09-25,2019,September,9,Wednesday,4,0
634,2019-09-26,2019,September,9,Thursday,5,0
635,2019-09-27,2019,September,9,Friday,6,0
636,2019-09-28,2019,September,9,Saturday,7,0
637,2019-09-29,2019,September,9,Sunday,1,0
638,2019-09-30,2019,September,9,Monday,2,0
639,2019-10-01,2019,October,10,Tuesday,3,0
640,2019-10-02,2019,October,10,Wednesday,4,0
641,2019-10-03,2019,October,10,Thursday,5,0
642,2019-10-04,2019,October,10,Friday,6,0
643,2019-10-05,2019,October,10,Saturday,7,0
644,2019-10-06,2019,October,10,Sunday,1,0
645,2019-10-07,2019,October,10,Monday,2,0
646,2019-10-08,2019,October,10,Tuesday,3,0
647,2019-10-09,2019,October,10,Wednesday,4,0
648,2019-10-10,2019,October,10,Thursday,5,0
649,2019-10-11,2019,October,10,Friday,6,0
650,2019-10-12,2019,October,10,Saturday,7,0
651,2019-10-13,2019,October,10,Sunday,1,0
652,2019-10-14,2019,October,10,Monday,2,0
653,2019-10-15,2019,October,10,Tuesday,3,0
654,2019-10-16,2019,October,10,Wednesday,4,0
655,2019-10-17,2019,October,10,Thursday,5,0
656,2019-10-18,2019,October,10,Friday,6,0
657,2019-10-19,2019,October,10,Saturday,7,0
658,2019-10-20,2019,October,10,Sunday,1,0
659,2019-10-21,2019,October,10,Monday,2,0
660,2019-10-22,2019,October,10,Tuesday,3,0
661,2019-10-23,2019,October,10,Wednesday,4,0
662,2019-10-24,2019,October,10,Thursday,5,0
663,2019-10-25,2019,October,10,Friday,6,0
664,2019-10-26,2019,October,10,Saturday,7,0
665,2019-10-27,2019,October,10,Sunday,1,0
666,2019-10-28,2019,October,10,Monday,2,0
667,2019-10-29,2019,October,10,Tuesday,3,0
668,2019-10-30,2019,October,10,Wednesday,4,0
669,2019-10-31,2019,October,10,Thursday,5,0
670,2019-11-01,2019,November,11,Friday,6,0
671,2019-11-02,2019,November,11,Saturday,7,0
672,2019-11-03,2019,November,11,Sunday,1,0
673,2019-11-04,2019,November,11,Monday,2,0
674,2019-11-05,2019,November,11,Tuesday,3,0
675,2019-11-06,2019,November,11,Wednesday,4,0
676,2019-11-07,2019,November,11,Thursday,5,0
677,2019-11-08,2019,November,11,Friday,6,0
678,2019-11-09,2019,November,11,Saturday,7,0
679,2019-11-10,2019,November,11,Sunday,1,0
680,2019-11-11,2019,November,11,Monday,2,0
681,2019-11-12,2019,November,11,Tuesday,3,0
682,2019-11-13,2019,November,11,Wednesday,4,0
683,2019-11-14,2019,November,11,Thursday,5,0
684,2019-11-15,2019,November,11,Friday,6,0
685,2019-11-16,2019,November,11,Saturday,7,0
686,2019-11-17,2019,November,11,Sunday,1,0
687,2019-11-18,2019,November,11,Monday,2,0
688,2019-11-19,2019,November,11,Tuesday,3,0
689,2019-11-20,2019,November,11,Wednesday,4,0
690,2019-11-21,2019,November,11,Thursday,5,0
691,2019-11-22,2019,November,11,Friday,6,0
692,2019-11-23,2019,November,11,Saturday,7,0
693,2019-11-24,2019,November,11,Sunday,1,0
694,2019-11-25,2019,November,11,Monday,2,0
695,2019-11-26,2019,November,11,Tuesday,3,0
696,2019-11-27,2019,November,11,Wednesday,4,0
697,2019-11-28,2019,November,11,Thursday,5,0
698,2019-11-29,2019,November,11,Friday,6,0
699,2019-11-30,2019,November,11,Saturday,7,0
700,2019-12-01,2019,December,12,Sunday,1,0
701,2019-12-02,2019,December,12,Monday,2,0
702,2019-12-03,2019,December,12,Tuesday,3,0
703,2019-12-04,2019,December,12,Wednesday,4,0
704,2019-12-05,2019,December,12,Thursday,5,0
705,2019-12-06,2019,December,12,Friday,6,0
706,2019-12-07,2019,December,12,Saturday,7,0
707,2019-12-08,2019,December,12,Sunday,1,0
708,2019-12-09,2019,December,12,Monday,2,0
709,2019-12-10,2019,December,12,Tuesday,3,0
710,2019-12-11,2019,December,12,Wednesday,4,0
711,2019-12-12,2019,December,12,Thursday,5,0
712,2019-12-13,2019,December,12,Friday,6,0
713,2019-12-14,2019,December,12,Saturday,7,0
714,2019-12-15,2019,December,12,Sunday,1,0
715,2019-12-16,2019,December,12,Monday,2,0
716,2019-12-17,2019,December,12,Tuesday,3,0
717,2019-12-18,2019,December,12,Wednesday,4,0
718,2019-12-19,2019,December,12,Thursday,5,0
719,2019-12-20,2019,December,12,Friday,6,0
720,2019-12-21,2019,December,12,Saturday,7,0
721,2019-12-22,2019,December,12,Sunday,1,0
722,2019-12-23,2019,December,12,Monday,2,0
723,2019-12-24,2019,December,12,Tuesday,3,0
724,2019-12-25,2019,December,12,Wednesday,4,0
725,2019-12-26,2019,December,12,Thursday,5,0
726,2019-12-27,2019,December,12,Friday,6,0
727,2019-12-28,2019,December,12,Saturday,7,0
728,2019-12-29,2019,December,12,Sunday,1,0
729,2019-12-30,2019,December,12,Monday,2,0
730,2019-12-31,2019,December,12,Tuesday,3,0
731,2020-01-01,2020,January,1,Wednesday,4,1
732,2020-01-02,2020,January,1,Thursday,5,0
733,2020-01-03,2020,January,1,Friday,6,0
734,2020-01-04,2020,January,1,Saturday,7,0
735,2020-01-05,2020,January,1,Sunday,1,0
736,2020-01-06,2020,January,1,Monday,2,0
737,2020-01-07,2020,January,1,Tuesday,3,0
738,2020-01-08,2020,January,1,Wednesday,4,0
739,2020-01-09,2020,January,1,Thursday,5,0
740,2020-01-10,2020,January,1,Friday,6,0
741,2020-01-11,2020,January,1,Saturday,7,0
742,2020-01-12,2020,January,1,Sunday,1,0
743,2020-01-13,2020,January,1,Monday,2,0
744,2020-01-14,2020,January,1,Tuesday,3,0
745,2020-01-15,2020,January,1,Wednesday,4,0
746,2020-01-16,2020,January,1,Thursday,5,0
747,2020-01-17,2020,January,1,Friday,6,0
748,2020-01-18,2020,January,1,Saturday,7,0
749,2020-01-19,2020,January,1,Sunday,1,0
750,2020-01-20,2020,January,1,Monday,2,1
751,2020-01-21,2020,January,1,Tuesday,3,0
752,2020-01-22,2020,January,1,Wednesday,4,0
753,2020-01-23,2020,January,1,Thursday,5,0
754,2020-01-24,2020,January,1,Friday,6,0
755,2020-01-25,2020,January,1,Saturday,7,0
756,2020-01-26,2020,January,1,Sunday,1,0
757,2020-01-27,2020,January,1,Monday,2,0
758,2020-01-28,2020,January,1,Tuesday,3,0
759,2020-01-29,2020,January,1,Wednesday,4,0
760,2020-01-30,2020,January,1,Thursday,5,0
761,2020-01-31,2020,January,1,Friday,6,0
762,2020-02-01,2020,February,2,Saturday,7,0
763,2020-02-02,2020,February,2,Sunday,1,0
764,2020-02-03,2020,February,2,Monday,2,0
765,2020-02-04,2020,February,2,Tuesday,3,0
766,2020-02-05,2020,February,2,Wednesday,4,0
767,2020-02-06,2020,February,2,Thursday,5,0
768,2020-02-07,2020,February,2,Friday,6,0
769,2020-02-08,2020,February,2,Saturday,7,0
770,2020-02-09,2020,February,2,Sunday,1,0
771,2020-02-10,2020,February,2,Monday,2,0
772,2020-02-11,2020,February,2,Tuesday,3,0
773,2020-02-12,2020,February,2,Wednesday,4,0
774,2020-02-13,2020,February,2,Thursday,5,0
775,2020-02-14,2020,February,2,Friday,6,0
776,2020-02-15,2020,February,2,Saturday,7,0
777,2020-02-16,2020,February,2,Sunday,1,0
778,2020-02-17,2020,February,2,Monday,2,1
779,2020-02-18,2020,February,2,Tuesday,3,0
780,2020-02-19,2020,February,2,Wednesday,4,0
781,2020-02-20,2020,February,2,Thursday,5,0
782,2020-02-21,2020,February,2,Friday,6,0
783,2020-02-22,2020,February,2,Saturday,7,0
784,2020-02-23,2020,February,2,Sunday,1,0
785,2020-02-24,2020,February,2,Monday,2,0
786,2020-02-25,2020,February,2,Tuesday,3,0
787,2020-02-26,2020,February,2,Wednesday,4,0
788,2020-02-27,2020,February,2,Thursday,5,0
789,2020-02-28,2020,February,2,Friday,6,0
790,2020-02-29,2020,February,2,Saturday,7,0
791,2020-03-01,2020,March,3,Sunday,1,0
792,2020-03-02,2020,March,3,Monday,2,0
793,2020-03-03,2020,March,3,Tuesday,3,0
794,2020-03-04,2020,March,3,Wednesday,4,0
795,2020-03-05,2020,March,3,Thursday,5,0
796,2020-03-06,2020,March,3,Friday,6,0
797,2020-03-07,2020,March,3,Saturday,7,0
798,2020-03-08,2020,March,3,Sunday,1,0
799,2020-03-09,2020,March,3,Monday,2,0
800,2020-03-10,2020,March,3,Tuesday,3,0
801,2020-03-11,2020,March,3,Wednesday,4,0
802,2020-03-12,2020,March,3,Thursday,5,0
803,2020-03-13,2020,March,3,Friday,6,0
804,2020-03-14,2020,March,3,Saturday,7,0
805,2020-03-15,2020,March,3,Sunday,1,0
806,2020-03-16,2020,March,3,Monday,2,0
807,2020-03-17,2020,March,3,Tuesday,3,0
808,2020-03-18,2020,March,3,Wednesday,4,0
809,2020-03-19,2020,March,3,Thursday,5,0
810,2020-03-20,2020,March,3,Friday,6,0
811,2020-03-21,2020,March,3,Saturday,7,0
812,2020-03-22,2020,March,3,Sunday,1,0
813,2020-03-23,2020,March,3,Monday,2,0
814,2020-03-24,2020,March,3,Tuesday,3,0
815,2020-03-25,2020,March,3,Wednesday,4,0
816,2020-03-26,2020,March,3,Thursday,5,0
817,2020-03-27,2020,March,3,Friday,6,0
818,2020-03-28,2020,March,3,Saturday,7,0
819,2020-03-29,2020,March,3,Sunday,1,0
820,2020-03-30,2020,March,3,Monday,2,0
821,2020-03-31,2020,March,3,Tuesday,3,0
822,2020-04-01,2020,April,4,Wednesday,4,0
823,2020-04-02,2020,April,4,Thursday,5,0
824,2020-04-03,2020,April,4,Friday,6,0
825,2020-04-04,2020,April,4,Saturday,7,0
826,2020-04-05,2020,April,4,Sunday,1,0
827,2020-04-06,2020,April,4,Monday,2,0
828,2020-04-07,2020,April,4,Tuesday,3,0
829,2020-04-08,2020,April,4,Wednesday,4,0
830,2020-04-09,2020,April,4,Thursday,5,0
831,2020-04-10,2020,April,4,Friday,6,1
832,2020-04-11,2020,April,4,Saturday,7,0
833,2020-04-12,2020,April,4,Sunday,1,1
834,2020-04-13,2020,April,4,Monday,2,0
835,2020-04-14,2020,April,4,Tuesday,3,0
836,2020-04-15,2020,April,4,Wednesday,4,0
837,2020-04-16,2020,April,4,Thursday,5,0
838,2020-04-17,2020,April,4,Friday,6,0
839,2020-04-18,2020,April,4,Saturday,7,0
840,2020-04-19,2020,April,4,Sunday,1,0
841,2020-04-20,2020,April,4,Monday,2,0
842,2020-04-21,2020,April,4,Tuesday,3,0
843,2020-04-22,2020,April,4,Wednesday,4,0
844,2020-04-23,2020,April,4,Thursday,5,0
845,2020-04-24,2020,April,4,Friday,6,0
846,2020-04-25,2020,April,4,Saturday,7,0
847,2020-04-26,2020,April,4,Sunday,1,0
848,2020-04-27,2020,April,4,Monday,2,0
849,2020-04-28,2020,April,4,Tuesday,3,0
850,2020-04-29,2020,April,4,Wednesday,4,0
851,2020-04-30,2020,April,4,Thursday,5,0
852,2020-05-01,2020,May,5,Friday,6,0
853,2020-05-02,2020,May,5,Saturday,7,0
854,2020-05-03,2020,May,5,Sunday,1,0
855,2020-05-04,2020,May,5,Monday,2,0
856,2020-05-05,2020,May,5,Tuesday,3,0
857,2020-05-06,2020,May,5,Wednesday,4,0
858,2020-05-07,2020,May,5,Thursday,5,0
859,2020-05-08,2020,May,5,Friday,6,0
860,2020-05-09,2020,May,5,Saturday,7,0
861,2020-05-10,2020,May,5,Sunday,1,0
862,2020-05-11,2020,May,5,Monday,2,0
863,2020-05-12,2020,May,5,Tuesday,3,0
864,2020-05-13,2020,May,5,Wednesday,4,0
865,2020-05-14,2020,May,5,Thursday,5,0
866,2020-05-15,2020,May,5,Friday,6,0
867,2020-05-16,2020,May,5,Saturday,7,0
868,2020-05-17,2020,May,5,Sunday,1,0
869,2020-05-18,2020,May,5,Monday,2,0
870,2020-05-19,2020,May,5,Tuesday,3,0
871,2020-05-20,2020,May,5,Wednesday,4,0
872,2020-05-21,2020,May,5,Thursday,5,0
873,2020-05-22,2020,May,5,Friday,6,0
874,2020-05-23,2020,May,5,Saturday,7,0
875,2020-05-24,2020,May,5,Sunday,1,0
876,2020-05-25,2020,May,5,Monday,2,1
877,2020-05-26,2020,May,5,Tuesday,3,0
878,2020-05-27,2020,May,5,Wednesday,4,0
879,2020-05-28,2020,May,5,Thursday,5,0
880,2020-05-29,2020,May,5,Friday,6,0
881,2020-05-30,2020,May,5,Saturday,7,0
882,2020-05-31,2020,May,5,Sunday,1,0
883,2020-06-01,2020,June,6,Monday,2,0
884,2020-06-02,2020,June,6,Tuesday,3,0
885,2020-06-03,2020,June,6,Wednesday,4,0
886,2020-06-04,2020,June,6,Thursday,5,0
887,2020-06-05,2020,June,6,Friday,6,0
888,2020-06-06,2020,June,6,Saturday,7,0
889,2020-06-07,2020,June,6,Sunday,1,0
890,2020-06-08,2020,June,6,Monday,2,0
891,2020-06-09,2020,June,6,Tuesday,3,0
892,2020-06-10,2020,June,6,Wednesday,4,0
893,2020-06-11,2020,June,6,Thursday,5,0
894,2020-06-12,2020,June,6,Friday,6,0
895,2020-06-13,2020,June,6,Saturday,7,0
896,2020-06-14,2020,June,6,Sunday,1,0
897,2020-06-15,2020,June,6,Monday,2,0
898,2020-06-16,2020,June,6,Tuesday,3,0
899,2020-06-17,2020,June,6,Wednesday,4,0
900,2020-06-18,2020,June,6,Thursday,5,0
901,2020-06-19,2020,June,6,Friday,6,0
902,2020-06-20,2020,June,6,Saturday,7,0
903,2020-06-21,2020,June,6,Sunday,1,0
904,2020-06-22,2020,June,6,Monday,2,0
905,2020-06-23,2020,June,6,Tuesday,3,0
906,2020-06-24,2020,June,6,Wednesday,4,0
907,2020-06-25,2020,June,6,Thursday,5,0
908,2020-06-26,2020,June,6,Friday,6,0
909,2020-06-27,2020,June,6,Saturday,7,0
910,2020-06-28,2020,June,6,Sunday,1,0
911,2020-06-29,2020,June,6,Monday,2,0
912,2020-06-30,2020,June,6,Tuesday,3,0
913,2020-07-01,2020,July,7,Wednesday,4,0
914,2020-07-02,2020,July,7,Thursday,5,0
915,2020-07-03,2020,July,7,Friday,6,0
916,2020-07-04,2020,July,7,Saturday,7,1
917,2020-07-05,2020,July,7,Sunday,1,0
918,2020-07-06,2020,July,7,Monday,2,0
919,2020-07-07,2020,July,7,Tuesday,3,0
920,2020-07-08,2020,July,7,Wednesday,4,0
921,2020-07-09,2020,July,7,Thursday,5,0
922,2020-07-10,2020,July,7,Friday,6,0
923,2020-07-11,2020,July,7,Saturday,7,0
924,2020-07-12,2020,July,7,Sunday,1,0
925,2020-07-13,2020,July,7,Monday,2,0
926,2020-07-14,2020,July,7,Tuesday,3,0
927,2020-07-15,2020,July,7,Wednesday,4,0
928,2020-07-16,2020,July,7,Thursday,5,0
929,2020-07-17,2020,July,7,Friday,6,0
930,2020-07-18,2020,July,7,Saturday,7,0
931,2020-07-19,2020,July,7,Sunday,1,0
932,2020-07-20,2020,July,7,Monday,2,0
933,2020-07-21,2020,July,7,Tuesday,3,0
934,2020-07-22,2020,July,7,Wednesday,4,0
935,2020-07-23,2020,July,7,Thursday,5,0
936,2020-07-24,2020,July,7,Friday,6,0
937,2020-07-25,2020,July,7,Saturday,7,0
938,2020-07-26,2020,July,7,Sunday,1,0
939,2020-07-27,2020,July,7,Monday,2,0
940,2020-07-28,2020,July,7,Tuesday,3,0
941,2020-07-29,2020,July,7,Wednesday,4,0
942,2020-07-30,2020,July,7,Thursday,5,0
943,2020-07-31,2020,July,7,Friday,6,0
944,2020-08-01,2020,August,8,Saturday,7,0
945,2020-08-02,2020,August,8,Sunday,1,0
946,2020-08-03,2020,August,8,Monday,2,0
947,2020-08-04,2020,August,8,Tuesday,3,0
948,2020-08-05,2020,August,8,Wednesday,4,0
949,2020-08-06,2020,August,8,Thursday,5,0
950,2020-08-07,2020,August,8,Friday,6,0
951,2020-08-08,2020,August,8,Saturday,7,0
952,2020-08-09,2020,August,8,Sunday,1,0
953,2020-08-10,2020,August,8,Monday,2,0
954,2020-08-11,2020,August,8,Tuesday,3,0
955,2020-08-12,2020,August,8,Wednesday,4,0
956,2020-08-13,2020,August,8,Thursday,5,0
957,2020-08-14,2020,August,8,Friday,6,0
958,2020-08-15,2020,August,8,Saturday,7,0
959,2020-08-16,2020,August,8,Sunday,1,0
960,2020-08-17,2020,August,8,Monday,2,0
961,2020-08-18,2020,August,8,Tuesday,3,0
962,2020-08-19,2020,August,8,Wednesday,4,0
963,2020-08-20,2020,August,8,Thursday,5,0
964,2020-08-21,2020,August,8,Friday,6,0
965,2020-08-22,2020,August,8,Saturday,7,0
966,2020-08-23,2020,August,8,Sunday,1,0
967,2020-08-24,2020,August,8,Monday,2,0
968,2020-08-25,2020,August,8,Tuesday,3,0
969,2020-08-26,2020,August,8,Wednesday,4,0
970,2020-08-27,2020,August,8,Thursday,5,0
971,2020-08-28,2020,August,8,Friday,6,0
972,2020-08-29,2020,August,8,Saturday,7,0
973,2020-08-30,2020,August,8,Sunday,1,0
974,2020-08-31,2020,August,8,Monday,2,0
975,2020-09-01,2020,September,9,Tuesday,3,0
976,2020-09-02,2020,September,9,Wednesday,4,0
977,2020-09-03,2020,September,9,Thursday,5,0
978,2020-09-04,2020,September,9,Friday,6,0
979,2020-09-05,2020,September,9,Saturday,7,0
980,2020-09-06,2020,September,9,Sunday,1,0
981,2020-09-07,2020,September,9,Monday,2,1
982,2020-09-08,2020,September,9,Tuesday,3,0
983,2020-09-09,2020,September,9,Wednesday,4,0
984,2020-09-10,2020,September,9,Thursday,5,0
985,2020-09-11,2020,September,9,Friday,6,0
986,2020-09-12,2020,September,9,Saturday,7,0
987,2020-09-13,2020,September,9,Sunday,1,0
988,2020-09-14,2020,September,9,Monday,2,0
989,2020-09-15,2020,September,9,Tuesday,3,0
990,2020-09-16,2020,September,9,Wednesday,4,0
991,2020-09-17,2020,September,9,Thursday,5,0
992,2020-09-18,2020,September,9,Friday,6,0
993,2020-09-19,2020,September,9,Saturday,7,0
994,2020-09-20,2020,September,9,Sunday,1,0
995,2020-09-21,2020,September,9,Monday,2,0
996,2020-09-22,2020,September,9,Tuesday,3,0
997,2020-09-23,2020,September,9,Wednesday,4,0
998,2020-09-24,2020,September,9,Thursday,5,0
999,2020-09-25,2020,September,9,Friday,6,0
1000,2020-09-26,2020,September,9,Saturday,7,0
1001,2020-09-27,2020,September,9,Sunday,1,0
1002,2020-09-28,2020,September,9,Monday,2,0
1003,2020-09-29,2020,September,9,Tuesday,3,0
1004,2020-09-30,2020,September,9,Wednesday,4,0
1005,2020-10-01,2020,October,10,Thursday,5,0
1006,2020-10-02,2020,October,10,Friday,6,0
1007,2020-10-03,2020,October,10,Saturday,7,0
1008,2020-10-04,2020,October,10,Sunday,1,0
1009,2020-10-05,2020,October,10,Monday,2,0
1010,2020-10-06,2020,October,10,Tuesday,3,0
1011,2020-10-07,2020,October,10,Wednesday,4,0
1012,2020-10-08,2020,October,10,Thursday,5,0
1013,2020-10-09,2020,October,10,Friday,6,0
1014,2020-10-10,2020,October,10,Saturday,7,0
1015,2020-10-11,2020,October,10,Sunday,1,0
1016,2020-10-12,2020,October,10,Monday,2,1
1017,2020-10-13,2020,October,10,Tuesday,3,0
1018,2020-10-14,2020,October,10,Wednesday,4,0
1019,2020-10-15,2020,October,10,Thursday,5,0
1020,2020-10-16,2020,October,10,Friday,6,0
1021,2020-10-17,2020,October,10,Saturday,7,0
1022,2020-10-18,2020,October,10,Sunday,1,0
1023,2020-10-19,2020,October,10,Monday,2,0
1024,2020-10-20,2020,October,10,Tuesday,3,0
1025,2020-10-21,2020,October,10,Wednesday,4,0
1026,2020-10-22,2020,October,10,Thursday,5,0
1027,2020-10-23,2020,October,10,Friday,6,0
1028,2020-10-24,2020,October,10,Saturday,7,0
1029,2020-10-25,2020,October,10,Sunday,1,0
1030,2020-10-26,2020,October,10,Monday,2,0
1031,2020-10-27,2020,October,10,Tuesday,3,0
1032,2020-10-28,2020,October,10,Wednesday,4,0
1033,2020-10-29,2020,October,10,Thursday,5,0
1034,2020-10-30,2020,October,10,Friday,6,0
1035,2020-10-31,2020,October,10,Saturday,7,0
1036,2020-11-01,2020,November,11,Sunday,1,0
1037,2020-11-02,2020,November,11,Monday,2,0
1038,2020-11-03,2020,November,11,Tuesday,3,0
1039,2020-11-04,2020,November,11,Wednesday,4,0
1040,2020-11-05,2020,November,11,Thursday,5,0
1041,2020-11-06,2020,November,11,Friday,6,0
1042,2020-11-07,2020,November,11,Saturday,7,0
1043,2020-11-08,2020,November,11,Sunday,1,0
1044,2020-11-09,2020,November,11,Monday,2,0
1045,2020-11-10,2020,November,11,Tuesday,3,0
1046,2020-11-11,2020,November,11,Wednesday,4,1
1047,2020-11-12,2020,November,11,Thursday,5,0
1048,2020-11-13,2020,November,11,Friday,6,0
1049,2020-11-14,2020,November,11,Saturday,7,0
1050,2020-11-15,2020,November,11,Sunday,1,0
1051,2020-11-16,2020,November,11,Monday,2,0
1052,2020-11-17,2020,November,11,Tuesday,3,0
1053,2020-11-18,2020,November,11,Wednesday,4,0
1054,2020-11-19,2020,November,11,Thursday,5,0
1055,2020-11-20,2020,November,11,Friday,6,0
1056,2020-11-21,2020,November,11,Saturday,7,0
1057,2020-11-22,2020,November,11,Sunday,1,0
1058,2020-11-23,2020,November,11,Monday,2,0
1059,2020-11-24,2020,November,11,Tuesday,3,0
1060,2020-11-25,2020,November,11,Wednesday,4,0
1061,2020-11-26,2020,November,11,Thursday,5,1
1062,2020-11-27,2020,November,11,Friday,6,0
1063,2020-11-28,2020,November,11,Saturday,7,0
1064,2020-11-29,2020,November,11,Sunday,1,0
1065,2020-11-30,2020,November,11,Monday,2,0
1066,2020-12-01,2020,December,12,Tuesday,3,0
1067,2020-12-02,2020,December,12,Wednesday,4,0
1068,2020-12-03,2020,December,12,Thursday,5,0
1069,2020-12-04,2020,December,12,Friday,6,0
1070,2020-12-05,2020,December,12,Saturday,7,0
1071,2020-12-06,2020,December,12,Sunday,1,0
1072,2020-12-07,2020,December,12,Monday,2,0
1073,2020-12-08,2020,December,12,Tuesday,3,0
1074,2020-12-09,2020,December,12,Wednesday,4,0
1075,2020-12-10,2020,December,12,Thursday,5,0
1076,2020-12-11,2020,December,12,Friday,6,0
1077,2020-12-12,2020,December,12,Saturday,7,0
1078,2020-12-13,2020,December,12,Sunday,1,0
1079,2020-12-14,2020,December,12,Monday,2,0
1080,2020-12-15,2020,December,12,Tuesday,3,0
1081,2020-12-16,2020,December,12,Wednesday,4,0
1082,2020-12-17,2020,December,12,Thursday,5,0
1083,2020-12-18,2020,December,12,Friday,6,0
1084,2020-12-19,2020,December,12,Saturday,7,0
1085,2020-12-20,2020,December,12,Sunday,1,0
1086,2020-12-21,2020,December,12,Monday,2,0
1087,2020-12-22,2020,December,12,Tuesday,3,0
1088,2020-12-23,2020,December,12,Wednesday,4,0
1089,2020-12-24,2020,December,12,Thursday,5,0
1090,2020-12-25,2020,December,12,Friday,6,1
1091,2020-12-26,2020,December,12,Saturday,7,0
1092,2020-12-27,2020,December,12,Sunday,1,0
1093,2020-12-28,2020,December,12,Monday,2,0
1094,2020-12-29,2020,December,12,Tuesday,3,0
1095,2020-12-30,2020,December,12,Wednesday,4,0
1096,2020-12-31,2020,December,12,Thursday,5,0
1097,2021-01-01,2021,January,1,Friday,6,1
1098,2021-01-02,2021,January,1,Saturday,7,0
1099,2021-01-03,2021,January,1,Sunday,1,0
1100,2021-01-04,2021,January,1,Monday,2,0
1101,2021-01-05,2021,January,1,Tuesday,3,0
1102,2021-01-06,2021,January,1,Wednesday,4,0
1103,2021-01-07,2021,January,1,Thursday,5,0
1104,2021-01-08,2021,January,1,Friday,6,0
1105,2021-01-09,2021,January,1,Saturday,7,0
1106,2021-01-10,2021,January,1,Sunday,1,0
1107,2021-01-11,2021,January,1,Monday,2,0
1108,2021-01-12,2021,January,1,Tuesday,3,0
1109,2021-01-13,2021,January,1,Wednesday,4,0
